更新时间,#genre#
20250111-09-46-34,url


speed,RespoTime,whitelist,#genre#
112.1KB/S,469.51ms,CCTV-9纪录,http://219.145.93.74:9999/tsfile/live/0009_1.m3u8
111.3KB/S,491.28ms,CCTV-3综艺,http://223.241.247.214:9901/tsfile/live/0003_1.m3u8
110.6KB/S,469.50ms,CCTV-10科教,http://219.145.93.74:9999/tsfile/live/0010_1.m3u8
109.9KB/S,491.88ms,四川卫视,http://223.241.247.214:9901/tsfile/live/0123_1.m3u8
109.3KB/S,479.07ms,广西卫视,http://183.136.148.214:9901/tsfile/live/1013_1.m3u8
109.1KB/S,534.14ms,青海卫视,http://60.208.61.2:352/tsfile/live/0140_1.m3u8
108.7KB/S,467.81ms,贵州卫视,http://110.80.17.38:9901/tsfile/live/0120_1.m3u8
108.4KB/S,534.28ms,CCTV-12社会与法,http://60.208.61.2:352/tsfile/live/0012_1.m3u8
108.3KB/S,487.47ms,CCTV-12社会与法,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8
108.3KB/S,513.35ms,西藏卫视,http://118.122.189.74:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
108.0KB/S,501.40ms,北京卫视,http://223.241.247.214:9901/tsfile/live/1004_1.m3u8
106.2KB/S,434.13ms,CCTV-8电视剧,http://144.52.160.109:9901/tsfile/live/1008_1.m3u8
105.8KB/S,507.25ms,四川卫视,http://223.241.247.214:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
105.8KB/S,480.11ms,西藏卫视,http://59.48.75.130:3052/tsfile/live/0109_1.m3u8
105.0KB/S,662.26ms,广西卫视,http://111.14.181.15:9901/tsfile/live/0113_1.m3u8
104.7KB/S,476.05ms,CCTV-8电视剧,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
102.6KB/S,481.92ms,湖南卫视,http://113.57.93.165:9900/tsfile/live/0128_1.m3u8
102.4KB/S,500.66ms,湖北卫视,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8
102.0KB/S,966.86ms,安徽卫视,http://121.33.239.242:9901/tsfile/live/0130_1.m3u8
101.7KB/S,455.73ms,CCTV-4中文国际,http://175.10.230.91:8081/tsfile/live/0004_1.m3u8
100.5KB/S,483.93ms,黑龙江卫视,http://218.89.240.144:59901/tsfile/live/0143_1.m3u8
100.2KB/S,475.94ms,兵团卫视,http://218.89.240.144:59901/tsfile/live/0115_1.m3u8
99.4KB/S,471.66ms,CCTV-11戏曲,http://219.145.93.74:9999/tsfile/live/0011_1.m3u8
98.0KB/S,508.21ms,贵州卫视,http://223.241.247.214:9901/tsfile/live/0120_1.m3u8
97.0KB/S,1172.58ms,海南卫视,http://123.138.22.30:9901/tsfile/live/1008_1.m3u8
96.0KB/S,501.58ms,东南卫视,http://223.241.247.214:9901/tsfile/live/0137_1.m3u8
95.0KB/S,809.54ms,吉林卫视,http://223.241.247.214:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
94.5KB/S,496.82ms,CCTV-7国防军事,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
94.0KB/S,514.33ms,安徽卫视,http://223.241.247.214:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
93.9KB/S,619.79ms,吉林卫视,http://223.241.247.214:9901/tsfile/live/0116_1.m3u8
93.7KB/S,495.60ms,CCTV-14少儿,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8
92.8KB/S,476.91ms,西藏卫视,http://218.89.240.144:59901/tsfile/live/0111_1.m3u8
91.6KB/S,596.09ms,东南卫视,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8
91.5KB/S,965.42ms,河南卫视,http://183.136.148.214:9901/tsfile/live/0113_1.m3u8
91.4KB/S,753.14ms,深圳卫视,http://111.14.181.15:9901/tsfile/live/0126_1.m3u8
91.2KB/S,3144.58ms,CCTV-13新闻,http://1b6467f415.iok.la:9931/tsfile/live/1033_1.m3u8
91.2KB/S,516.42ms,宁夏卫视,http://223.241.247.214:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
91.0KB/S,542.45ms,厦门卫视,http://60.208.61.2:352/tsfile/live/0119_1.m3u8
91.0KB/S,434.06ms,贵州卫视,http://144.52.160.109:9901/tsfile/live/1035_1.m3u8
91.0KB/S,1055.43ms,海南卫视,http://118.122.189.74:9901/tsfile/live/0108_1.m3u8
90.1KB/S,519.60ms,湖北卫视,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
88.2KB/S,504.53ms,西藏卫视,http://60.210.100.54:352/tsfile/live/0111_1.m3u8
88.1KB/S,433.23ms,浙江卫视,http://144.52.160.109:9901/tsfile/live/1052_1.m3u8
86.4KB/S,591.48ms,内蒙古卫视,http://101.65.32.39:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
86.3KB/S,411.79ms,CCTV-1综合,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8
86.3KB/S,524.20ms,宁夏卫视,http://124.128.73.58:9901/tsfile/live/0112_1.m3u8
85.4KB/S,973.94ms,新疆卫视,http://123.138.22.30:9901/tsfile/live/0110_1.m3u8
84.5KB/S,411.04ms,CCTV-13新闻,http://58.221.214.82:9901/tsfile/live/0013_1.m3u8
84.0KB/S,480.89ms,北京卫视,http://183.66.15.146:60901/tsfile/live/0122_1.m3u8
82.8KB/S,410.27ms,CCTV-11戏曲,http://58.221.214.82:9901/tsfile/live/0011_1.m3u8
82.7KB/S,492.95ms,江西卫视,http://223.241.247.214:9901/tsfile/live/0138_1.m3u8
81.6KB/S,485.35ms,东南卫视,http://223.241.247.214:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
81.2KB/S,479.99ms,甘肃卫视,http://183.66.15.146:60901/tsfile/live/0141_1.m3u8
81.1KB/S,466.20ms,CCTV-8电视剧,http://219.145.93.74:9999/tsfile/live/0008_1.m3u8
81.1KB/S,530.91ms,山东卫视,http://223.241.247.214:9901/tsfile/live/0131_1.m3u8
80.2KB/S,410.17ms,CCTV-12社会与法,http://58.221.214.82:9901/tsfile/live/0012_1.m3u8
80.1KB/S,492.34ms,甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
80.0KB/S,477.54ms,海南卫视,http://218.89.240.144:59901/tsfile/live/1000_1.m3u8
79.2KB/S,544.56ms,兵团卫视,http://124.128.73.58:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
77.8KB/S,1264.51ms,河南卫视,http://39.164.160.249:9901/tsfile/live/0139_1.m3u8
77.1KB/S,528.64ms,重庆卫视,http://124.128.73.58:9901/tsfile/live/0142_1.m3u8
77.1KB/S,515.19ms,江西卫视,http://223.241.247.214:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
76.7KB/S,428.66ms,河北卫视,http://183.136.148.214:9901/tsfile/live/0117_1.m3u8
76.3KB/S,968.18ms,内蒙古卫视,http://121.33.239.242:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
75.5KB/S,483.19ms,CCTV-2财经,http://223.166.234.9:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
75.2KB/S,1048.59ms,黑龙江卫视,http://121.33.239.242:9901/tsfile/live/0019_1.m3u8
75.2KB/S,479.64ms,宁夏卫视,http://183.66.15.146:60901/tsfile/live/0112_1.m3u8
75.1KB/S,492.88ms,宁夏卫视,http://223.241.247.214:9901/tsfile/live/0112_1.m3u8
74.5KB/S,533.48ms,云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8
74.4KB/S,1038.20ms,CCTV-7国防军事,http://219.145.93.74:9999/tsfile/live/0007_1.m3u8
74.2KB/S,480.55ms,黑龙江卫视,http://183.66.15.146:60901/tsfile/live/0143_1.m3u8
73.1KB/S,496.41ms,深圳卫视,http://223.241.247.214:9901/tsfile/live/1012_1.m3u8
72.9KB/S,1427.67ms,广西卫视,http://58.221.214.82:9901/tsfile/live/0113_1.m3u8
72.8KB/S,522.01ms,吉林卫视,http://123.7.110.43:9901/tsfile/live/0112_1.m3u8
72.7KB/S,433.39ms,湖南卫视,http://144.52.160.109:9901/tsfile/live/1039_1.m3u8
71.6KB/S,477.52ms,兵团卫视,http://110.80.17.38:9901/tsfile/live/0015_1.m3u8
71.5KB/S,536.24ms,CCTV-2财经,http://60.208.61.2:352/tsfile/live/0002_1.m3u8
71.3KB/S,411.40ms,北京卫视,http://58.221.214.82:9901/tsfile/live/0122_1.m3u8
71.2KB/S,921.46ms,浙江卫视,http://58.221.214.82:9901/tsfile/live/0124_1.m3u8
69.4KB/S,534.78ms,宁夏卫视,http://60.208.61.2:352/tsfile/live/0112_1.m3u8
69.4KB/S,517.54ms,海南卫视,http://123.132.233.194:352/tsfile/live/1004_1.m3u8
69.1KB/S,410.61ms,重庆卫视,http://58.221.214.82:9901/tsfile/live/0142_1.m3u8
69.0KB/S,431.41ms,江西卫视,http://171.14.89.69:9901/tsfile/live/0138_1.m3u8
67.6KB/S,438.88ms,兵团卫视,http://121.33.239.242:9901/tsfile/live/1000_1.m3u8
67.4KB/S,466.93ms,内蒙古卫视,http://183.66.15.146:60901/tsfile/live/0109_1.m3u8
66.6KB/S,411.05ms,安徽卫视,http://58.221.214.82:9901/tsfile/live/0130_1.m3u8
66.3KB/S,469.35ms,CCTV-11戏曲,http://202.100.46.58:9901/tsfile/live/1012_1.m3u8
66.3KB/S,484.79ms,东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
65.6KB/S,540.03ms,西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
65.3KB/S,410.81ms,东南卫视,http://58.221.214.82:9901/tsfile/live/0137_1.m3u8
65.2KB/S,529.82ms,新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
64.8KB/S,480.03ms,湖北卫视,http://183.66.15.146:60901/tsfile/live/0132_1.m3u8
64.7KB/S,544.34ms,CCTV-5体育,http://202.168.187.208:9089/tsfile/live/0005_1.m3u8
64.0KB/S,502.30ms,辽宁卫视,http://223.241.247.214:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
64.0KB/S,536.81ms,兵团卫视,http://60.208.61.2:352/tsfile/live/0113_1.m3u8
63.1KB/S,464.20ms,贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8
63.1KB/S,543.15ms,西藏卫视,http://101.65.32.39:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
62.6KB/S,468.99ms,青海卫视,http://183.66.15.146:60901/tsfile/live/0140_1.m3u8
62.0KB/S,410.59ms,湖南卫视,http://58.221.214.82:9901/tsfile/live/0128_1.m3u8
61.7KB/S,537.91ms,新疆卫视,http://60.208.61.2:352/tsfile/live/0110_1.m3u8
61.2KB/S,476.02ms,浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
60.6KB/S,411.93ms,东方卫视,http://58.221.214.82:9901/tsfile/live/0107_1.m3u8
60.6KB/S,411.68ms,江苏卫视,http://58.221.214.82:9901/tsfile/live/0127_1.m3u8
60.2KB/S,524.81ms,西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8
60.0KB/S,1526.30ms,CCTV-9纪录,http://202.100.46.58:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
60.0KB/S,482.35ms,西藏卫视,http://183.66.15.146:60901/tsfile/live/0111_1.m3u8
59.4KB/S,1512.75ms,CCTV-14少儿,http://202.100.46.58:9901/tsfile/live/1014_1.m3u8
58.6KB/S,486.23ms,东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8
58.4KB/S,455.71ms,CCTV-9纪录,http://175.10.230.91:8081/tsfile/live/0009_1.m3u8
58.4KB/S,449.44ms,深圳卫视,http://175.10.230.91:8081/tsfile/live/0126_1.m3u8
58.2KB/S,525.81ms,厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8
57.8KB/S,414.58ms,黑龙江卫视,http://58.221.214.82:9901/tsfile/live/0143_1.m3u8
57.3KB/S,448.92ms,安徽卫视,http://175.10.230.91:8081/tsfile/live/0130_1.m3u8
57.0KB/S,465.40ms,CCTV-12社会与法,http://202.100.46.58:9901/tsfile/live/1011_1.m3u8
56.9KB/S,475.52ms,CCTV-12社会与法,http://202.100.46.58:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
56.9KB/S,470.74ms,CCTV-13新闻,http://202.100.46.58:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
56.8KB/S,489.89ms,CCTV-9纪录,http://202.100.46.58:9901/tsfile/live/1008_1.m3u8
56.6KB/S,544.02ms,CCTV-3综艺,http://202.168.187.208:9089/tsfile/live/0003_1.m3u8
56.3KB/S,1057.46ms,CCTV-2财经,http://itms4.sdlk.vip:6721/hls/217/index.m3u8
56.1KB/S,411.35ms,CCTV-15音乐,http://58.221.214.82:9901/tsfile/live/0015_1.m3u8
56.1KB/S,531.16ms,河南卫视,http://124.128.73.58:9901/tsfile/live/0139_1.m3u8
56.1KB/S,481.41ms,辽宁卫视,http://183.66.15.146:60901/tsfile/live/0121_1.m3u8
55.9KB/S,288.21ms,厦门卫视,https://stream1.freetv.fun/dbed63a86040718ec58da63619796d31e0af9afacda7aedd1423aa1af946a7b9.m3u8
55.6KB/S,527.26ms,厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
55.6KB/S,530.75ms,新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8
55.4KB/S,953.73ms,康巴卫视,https://stream1.freetv.fun/7acb1025eb98d411fe5dc519902069dda51b621f55c7b1fce3acdd50f55d6ad5.ctv
55.3KB/S,432.44ms,宁夏卫视,http://144.52.160.109:9901/tsfile/live/1044_1.m3u8
55.0KB/S,484.16ms,北京卫视,http://202.100.46.58:9901/tsfile/live/1022_1.m3u8
54.9KB/S,410.70ms,CCTV-5+体育赛事,http://58.221.214.82:9901/tsfile/live/0016_1.m3u8
54.7KB/S,638.81ms,CCTV-16奥林匹克,http://58.17.116.69:9908/tsfile/live/0001_17.m3u8
54.6KB/S,410.58ms,CCTV-9纪录,http://58.221.214.82:9901/tsfile/live/0009_1.m3u8
54.4KB/S,434.63ms,江苏卫视,http://144.52.160.109:9901/tsfile/live/1041_1.m3u8
54.4KB/S,470.54ms,重庆卫视,http://202.100.46.58:9901/tsfile/live/1029_1.m3u8
54.2KB/S,462.61ms,CCTV-6电影,http://202.100.46.58:9901/tsfile/live/1005_1.m3u8
54.0KB/S,455.39ms,CCTV-15音乐,http://175.10.230.91:8081/tsfile/live/0015_1.m3u8
54.0KB/S,476.77ms,厦门卫视,http://202.100.46.58:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
53.9KB/S,462.56ms,安徽卫视,http://202.100.46.58:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
53.7KB/S,463.35ms,CCTV-5体育,http://202.100.46.58:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
53.6KB/S,586.19ms,江西卫视,http://58.17.116.69:9903/tsfile/live/0138_1.m3u8
53.5KB/S,464.99ms,CCTV-16奥林匹克,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
53.5KB/S,523.03ms,云南卫视,http://123.7.110.43:9901/tsfile/live/0142_1.m3u8
53.1KB/S,852.67ms,CCTV-14少儿,http://itms4.sdlk.vip:6721/hls/211/index.m3u8
53.1KB/S,452.29ms,贵州卫视,http://175.10.230.91:8081/tsfile/live/0120_1.m3u8
53.0KB/S,522.63ms,湖南卫视,http://123.7.110.43:9901/tsfile/live/0128_3.m3u8
52.9KB/S,524.57ms,兵团卫视,http://124.128.73.58:9901/tsfile/live/0115_1.m3u8
52.7KB/S,476.02ms,CCTV-11戏曲,http://202.100.46.58:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
52.6KB/S,464.43ms,深圳卫视,http://202.100.46.58:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
52.4KB/S,1032.62ms,CCTV-10科教,http://202.100.46.58:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
52.4KB/S,474.98ms,东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
52.2KB/S,588.17ms,CCTV-13新闻,http://itms4.sdlk.vip:6721/hls/206/index.m3u8
52.2KB/S,479.80ms,浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8
52.1KB/S,1474.96ms,CCTV-15音乐,http://202.100.46.58:9901/tsfile/live/1015_1.m3u8
52.1KB/S,473.97ms,湖南卫视,http://202.100.46.58:9901/tsfile/live/1019_1.m3u8
52.0KB/S,479.51ms,东方卫视,http://110.80.17.38:9901/tsfile/live/0107_2.m3u8
51.9KB/S,463.99ms,CCTV-16奥林匹克,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8
51.7KB/S,1133.99ms,CCTV-1综合,http://itms4.sdlk.vip:6721/hls/200/index.m3u8
51.6KB/S,467.45ms,河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8
51.6KB/S,415.59ms,青海卫视,http://58.221.214.82:9901/tsfile/live/0018_1.m3u8
51.5KB/S,1015.78ms,江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8
51.5KB/S,414.79ms,海南卫视,http://58.221.214.82:9901/tsfile/live/0016_2.m3u8
51.4KB/S,480.87ms,宁夏卫视,http://110.80.17.38:9901/tsfile/live/0016_1.m3u8
51.3KB/S,530.69ms,宁夏卫视,http://124.128.73.58:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
51.2KB/S,448.48ms,重庆卫视,http://175.10.230.91:8081/tsfile/live/0142_1.m3u8
50.8KB/S,437.03ms,西藏卫视,http://121.33.239.242:9901/tsfile/live/0132_1.m3u8
50.6KB/S,424.01ms,河南卫视,http://58.221.214.82:9901/tsfile/live/0139_1.m3u8
50.5KB/S,471.43ms,四川卫视,http://202.100.46.58:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
50.4KB/S,502.44ms,CCTV-2财经,http://202.100.46.58:9901/tsfile/live/1001_1.m3u8
50.4KB/S,460.49ms,CCTV-4中文国际,http://202.100.46.58:9901/tsfile/live/1003_1.m3u8
50.4KB/S,410.33ms,CCTV-16奥林匹克,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8
50.2KB/S,415.92ms,山东卫视,http://58.221.214.82:9901/tsfile/live/0131_1.m3u8
50.1KB/S,433.57ms,广东卫视,http://144.52.160.109:9901/tsfile/live/1033_1.m3u8
50.0KB/S,574.46ms,青海卫视,http://101.65.32.39:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
49.8KB/S,455.35ms,河南卫视,http://175.10.230.91:8081/tsfile/live/0139_1.m3u8
49.7KB/S,471.64ms,CCTV-8电视剧,http://202.100.46.58:9901/tsfile/live/1007_1.m3u8
49.1KB/S,473.14ms,天津卫视,http://110.80.17.38:9901/tsfile/live/0135_1.m3u8
49.0KB/S,8.46ms,延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8#http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
48.9KB/S,477.07ms,重庆卫视,http://202.100.46.58:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
48.8KB/S,469.36ms,贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
48.7KB/S,419.53ms,湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8
48.5KB/S,467.20ms,浙江卫视,http://116.9.204.242:9901/tsfile/live/0122_2.m3u8
48.4KB/S,474.75ms,CCTV-8电视剧,http://202.100.46.58:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
48.2KB/S,469.39ms,CCTV-13新闻,http://202.100.46.58:9901/tsfile/live/1013_1.m3u8
48.2KB/S,411.54ms,四川卫视,http://58.221.214.82:9901/tsfile/live/0123_1.m3u8
48.2KB/S,415.68ms,天津卫视,http://58.221.214.82:9901/tsfile/live/0135_1.m3u8
48.1KB/S,471.54ms,CCTV-6电影,http://202.100.46.58:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
47.9KB/S,478.24ms,CCTV-7国防军事,http://202.100.46.58:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
47.7KB/S,475.81ms,CCTV-15音乐,http://202.100.46.58:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
47.2KB/S,469.73ms,CCTV-7国防军事,http://202.100.46.58:9901/tsfile/live/1006_1.m3u8
47.0KB/S,525.75ms,内蒙古卫视,http://124.128.73.58:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
47.0KB/S,414.97ms,吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8
46.9KB/S,424.94ms,浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8
46.8KB/S,470.63ms,CCTV-1综合,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
46.5KB/S,823.35ms,CCTV-7国防军事,http://itms4.sdlk.vip:6721/hls/215/index.m3u8
46.3KB/S,549.14ms,西藏卫视,http://123.132.233.194:352/tsfile/live/0111_1.m3u8
46.1KB/S,472.25ms,CCTV-10科教,http://202.100.46.58:9901/tsfile/live/1009_1.m3u8
46.0KB/S,453.99ms,黑龙江卫视,http://175.10.230.91:8081/tsfile/live/0143_1.m3u8
45.6KB/S,411.50ms,CCTV-17农业农村,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8
45.6KB/S,467.25ms,湖南卫视,http://116.9.204.242:9901/tsfile/live/0128_1.m3u8
45.6KB/S,1521.68ms,新疆卫视,http://110.80.17.38:9901/tsfile/live/0018_1.m3u8
45.5KB/S,473.48ms,甘肃卫视,http://110.80.17.38:9901/tsfile/live/0141_1.m3u8
45.4KB/S,472.54ms,河北卫视,http://110.80.17.38:9901/tsfile/live/0117_1.m3u8
45.4KB/S,552.34ms,宁夏卫视,http://101.65.32.39:9901/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0
45.1KB/S,479.04ms,宁夏卫视,http://202.100.46.58:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
45.0KB/S,424.50ms,CCTV-8电视剧,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8
44.9KB/S,449.81ms,东方卫视,http://175.10.230.91:8081/tsfile/live/0107_1.m3u8
44.8KB/S,1041.73ms,甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8
44.7KB/S,414.88ms,江西卫视,http://58.221.214.82:9901/tsfile/live/0138_1.m3u8
44.6KB/S,468.88ms,CCTV-1综合,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8
44.5KB/S,473.26ms,康巴卫视,http://218.89.240.144:59901/tsfile/live/1010_1.m3u8
44.3KB/S,588.96ms,CCTV-13新闻,http://58.17.116.69:9903/tsfile/live/0013_1.m3u8
44.3KB/S,451.19ms,河北卫视,http://175.10.230.91:8081/tsfile/live/0117_1.m3u8
44.2KB/S,483.80ms,东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8
43.8KB/S,461.18ms,天津卫视,http://202.100.46.58:9901/tsfile/live/1030_1.m3u8
43.8KB/S,587.74ms,西藏卫视,http://itms4.sdlk.vip:6721/hls/244/index.m3u8
43.7KB/S,449.50ms,东南卫视,http://175.10.230.91:8081/tsfile/live/0137_1.m3u8
43.7KB/S,448.70ms,广东卫视,http://175.10.230.91:8081/tsfile/live/0125_1.m3u8
43.7KB/S,461.69ms,厦门卫视,http://202.100.46.58:9901/tsfile/live/1040_1.m3u8
43.7KB/S,1490.72ms,河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
43.7KB/S,1528.10ms,江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
43.4KB/S,467.74ms,山东卫视,http://202.100.46.58:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
43.1KB/S,425.07ms,CCTV-5+体育赛事,http://221.233.192.152:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
43.1KB/S,467.01ms,浙江卫视,http://175.10.230.91:8081/tsfile/live/0124_1.m3u8
43.1KB/S,985.26ms,广西卫视,http://175.10.230.91:8081/tsfile/live/0113_1.m3u8
43.0KB/S,468.54ms,山东卫视,http://202.100.46.58:9901/tsfile/live/1026_1.m3u8
42.8KB/S,422.47ms,天津卫视,http://221.233.192.152:1111/tsfile/live/0135_1.m3u8
42.6KB/S,467.60ms,深圳卫视,http://202.100.46.58:9901/tsfile/live/1024_1.m3u8
42.4KB/S,942.50ms,甘肃卫视,http://123.132.233.194:352/tsfile/live/0141_1.m3u8
42.3KB/S,1011.75ms,青海卫视,http://202.100.46.58:9901/tsfile/live/1038_1.m3u8
41.9KB/S,467.57ms,湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
41.7KB/S,459.28ms,西藏卫视,http://175.10.230.91:8081/tsfile/live/0111_1.m3u8
41.6KB/S,423.87ms,广西卫视,http://221.233.192.152:1111/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
41.4KB/S,663.57ms,河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8
41.3KB/S,456.59ms,CCTV-13新闻,http://175.10.230.91:8081/tsfile/live/0013_1.m3u8
40.7KB/S,433.61ms,深圳卫视,http://144.52.160.109:9901/tsfile/live/1053_1.m3u8
40.5KB/S,450.39ms,北京卫视,http://175.10.230.91:8081/tsfile/live/0122_1.m3u8
40.4KB/S,885.96ms,黑龙江卫视,http://itms4.sdlk.vip:6721/hls/227/index.m3u8
40.4KB/S,468.99ms,辽宁卫视,http://202.100.46.58:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
40.4KB/S,1471.24ms,辽宁卫视,http://202.100.46.58:9901/tsfile/live/1037_1.m3u8
40.3KB/S,456.10ms,CCTV-12社会与法,http://175.10.230.91:8081/tsfile/live/0012_1.m3u8
40.3KB/S,495.89ms,广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
40.2KB/S,422.11ms,广西卫视,http://221.233.192.152:1111/tsfile/live/0113_1.m3u8
40.0KB/S,466.86ms,安徽卫视,http://202.100.46.58:9901/tsfile/live/1028_1.m3u8
39.8KB/S,651.81ms,甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8
39.3KB/S,889.44ms,新疆卫视,http://221.2.148.205:8154/tsfile/live/0110_1.m3u8
39.1KB/S,449.98ms,江苏卫视,http://175.10.230.91:8081/tsfile/live/0127_1.m3u8
38.9KB/S,454.26ms,云南卫视,http://175.10.230.91:8081/tsfile/live/0119_1.m3u8
38.6KB/S,586.18ms,安徽卫视,http://58.17.116.69:9903/tsfile/live/0130_1.m3u8
38.5KB/S,839.61ms,深圳卫视,http://itms4.sdlk.vip:6721/hls/242/index.m3u8
